brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,price
Mercedes-Benz,E-Class E 350 4MATIC,2009,171000,Gasoline,3.5L,,Black,Black,Yes,4750.0
Ford,Explorer sport,2019,90067,Gasoline,3.5L,Automatic,Black,Ebony Black,No,28590.0
Chevrolet,Camaro 1LT,2014,97579,Gasoline,3.6L,,Black,Black,Yes,15000.0
Mazda,MX-5 Miata RF Grand Touring,2017,52000,Gasoline,2.0L,,Black,Black,Yes,20500.0
Jeep,Grand Cherokee L Limited,2021,25968,Gasoline,3.6L,Automatic,Metallic,Global Black,No,38405.0
MINI,Hardtop Cooper S,2016,41680,Gasoline,2.0L,,Silver,Black,No,17495.0
Saab,9-3 SE,2002,77200,Gasoline,2.0L,,Black,Beige,No,7500.0
BMW,X5 xDrive40i,2019,50000,Gasoline,3.0L,,Blue,Gold,No,43000.0
Porsche,Macan,2021,21613,Gasoline,,Automatic,White,–,No,58998.0
Audi,Q3 S line Premium Plus,2022,17377,Gasoline,,Automatic,Glacier White,Pearl Beige,No,39998.0
GMC,Acadia SLE,2020,30426,Gasoline,2.5L,Automatic,Ebony Twilight Metallic,Jet Black,Yes,29645.0
Audi,allroad 2.7T,2005,153000,Gasoline,2.7L,,Blue,Blue,Yes,6500.0
Mercury,Marauder Base,2004,56600,Gasoline,4.6L,,Silver,Black,No,23000.0
Hyundai,Genesis 3.8,2015,116612,Gasoline,3.8L,,White,White,Yes,12700.0
Audi,SQ5 3.0T Premium Plus,2018,72000,Gasoline,3.0L,,Blue,Black,Yes,30000.0
Audi,A8 L 55,2019,39000,Hybrid,3.0L,,Black,Brown,No,50000.0
Lincoln,Navigator Base,2008,149000,Gasoline,5.4L,,Gold,Beige,No,10099.0
BMW,M4 Base,2018,19300,Gasoline,3.0L,,White,Silver,No,64000.0
Mazda,CX-9 Carbon Edition,2021,27836,Gasoline,2.5L,Automatic,Polymetal Gray Metallic,Red,No,36969.0
Chevrolet,Corvette Stingray w/1LT,2023,3273,Gasoline,6.2L,,Black,Red,No,78999.0
Ford,F-150 Lariat,2017,74349,Gasoline,3.5L,,White,–,No,36000.0
Ford,F-250 Lariat,2019,85000,Diesel,6.7L,,White,Black,Yes,55000.0
Ferrari,Roma Base,2022,2250,Gasoline,3.9L,,Gray,Blue,No,259500.0
Mercedes-Benz,GLS 450 Base 4MATIC,2017,46100,Gasoline,3.0L,,Black,Beige,Yes,33000.0
Hyundai,Santa Fe SEL Plus 2.4,2019,49500,Gasoline,2.4L,,Silver,Gray,No,28000.0
Mercedes-Benz,E-Class E 350,2012,31130,Gasoline,3.5L,,Black,Black,No,23500.0
Ford,F-250 XLT SuperCab Super Duty,2008,149460,Diesel,6.4L,,Blue,Gray,Yes,12240.0
Mercury,Marauder Base,2003,90000,Gasoline,4.6L,,Blue,Beige,Yes,15500.0
Ford,Transit-350 XLT,2021,48000,E85 Flex Fuel,3.5L,,White,Gray,No,57000.0
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,98000,Gasoline,3.5L,,White,Beige,Yes,15500.0
Volkswagen,Arteon SEL R-Line,2022,18655,Gasoline,,Automatic,Oryx White Prl,Titan Black,No,38698.0
Chevrolet,Suburban 2500 LS,2006,60000,Gasoline,8.1L,,Brown,Brown,Yes,24950.0
Chevrolet,Suburban 1500 LT,2014,169500,E85 Flex Fuel,5.3L,,Purple,Brown,No,15000.0
Mitsubishi,Eclipse GS,2008,189500,Gasoline,2.4L,,Red,Black,No,6000.0
Toyota,Land Cruiser Base,2016,91000,Gasoline,5.7L,,Black,Brown,No,68500.0
Genesis,G80 2.5T,2022,7396,Gasoline,2.5L,Automatic,Black Forest Green,Black,No,41299.0
Toyota,Tundra SR5 Access Cab,2004,229450,Gasoline,4.7L,,Gray,Gray,No,8250.0
Maserati,Quattroporte Modena Q4,2023,8603,Gasoline,3.0L,Automatic,Blu,Tan,No,125900.0
Audi,RS 5 4.2,2014,49098,Gasoline,4.2L,,White,Black,Yes,44900.0
Nissan,Rogue S,2022,21212,Gasoline,1.5L,Automatic,Gun Metallic,Charcoal,No,28906.0
Porsche,Panamera 4S,2010,62743,Gasoline,4.8L,,Silver,Gray,No,28600.0
BMW,M440 i xDrive,2021,24300,Hybrid,3.0L,,Gray,Beige,No,49999.0
Cadillac,Escalade Premium,2010,104000,E85 Flex Fuel,6.2L,,Gray,–,No,19500.0
Volvo,S60 T6 Momentum,2020,46250,Gasoline,2.0L,Automatic,White,Charcoal,Yes,27800.0
Mazda,CX-9 Touring Plus,2023,1930,Gasoline,2.5L,Automatic,Jet Black Mica,Black,Yes,40655.0
Chrysler,Pacifica Hybrid Touring L,2022,61494,Hybrid,3.6L,Automatic,Bright White Clearcoat,Black,No,35850.0
Jeep,Wrangler Unlimited Sport,2020,24040,Gasoline,2.0L,Automatic,Black Clearcoat,Black,No,35273.0
Toyota,Highlander Base,2001,231581,Gasoline,3.0L,,Beige,Beige,No,4300.0
Ford,F-150 Lariat,2019,81000,Gasoline,3.5L,,Gray,Black,No,38500.0
Ford,Bronco,1974,6217,–,,,Dark Gray Metallic,–,No,115000.0
Land,Rover Discovery Sport S R-Dynamic,2022,23568,Gasoline,,Automatic,Firenze Red,Ebony,No,44998.0
Mazda,Mazda6 Touring,2020,78700,Gasoline,2.5L,,White,Black,No,18000.0
Kia,Optima EX,2015,109580,Gasoline,2.4L,,Red,Black,Yes,11900.0
Lexus,RX 350 Base,2009,178000,Gasoline,3.5L,,Gray,Gray,Yes,4500.0
Mitsubishi,Outlander Sport 2.4 SE,2016,131193,Gasoline,2.4L,Automatic,Black,Black,No,11970.0
Mercedes-Benz,GLS 450 Base 4MATIC,2017,106000,Gasoline,3.0L,,White,Black,No,25900.0
Audi,A3 2.0T Premium,2019,28211,Gasoline,2.0L,,Gray,Black,Yes,27500.0
Audi,A4 2.0T Premium,2015,91403,E85 Flex Fuel,2.0L,Automatic,Silver,Gray,No,14998.0
Mercedes-Benz,CLA-Class CLA 250,2016,88600,Gasoline,2.0L,,Black,Black,Yes,16800.0
INFINITI,FX50 Base,2011,84900,Gasoline,5.0L,,Silver,Black,Yes,22450.0
Kia,K5 EX,2021,11154,Gasoline,1.6L,Automatic,Glacial White Pearl,Black,No,28998.0
BMW,X5 eDrive xDrive40e,2018,45090,Plug-In Hybrid,2.0L,,Gray,Black,Yes,30750.0
Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,33272,Gasoline,2.3L,,Red,Gray,Yes,11900.0
Jeep,Wrangler SE,2003,71000,Gasoline,2.4L,,Red,Gray,No,12499.0
Kia,Telluride SX,2020,55400,Gasoline,3.8L,,Green,White,Yes,36500.0
Land,Rover LR4 Lux,2012,141525,Gasoline,5.0L,,Black,Black,No,14490.0
Jaguar,XKR Base,2007,50000,Gasoline,4.2L,,Black,Beige,Yes,21900.0
BMW,M4 Base,2020,29140,Gasoline,3.0L,,Orange,Orange,No,71995.0
BMW,M340 i xDrive,2022,9000,Hybrid,3.0L,,White,Red,No,56900.0
Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021,5595,Hybrid,,Automatic,designo Diamond White Metallic,Black,No,83598.0
RAM,1500 Laramie,2022,34121,Gasoline,5.7L,Automatic,Granite Crystal Clearcoat Metallic,Black,No,48190.0
BMW,ALPINA B7 Base,2013,36750,Gasoline,4.4L,,Black,Black,No,35999.0
Mercedes-Benz,C-Class C280 4MATIC,2007,49626,Gasoline,3.0L,,White,–,No,12000.0
Jeep,Compass High Altitude,2017,45000,Gasoline,2.4L,,White,Beige,Yes,16500.0
Toyota,Highlander Hybrid XLE,2019,69350,Hybrid,3.5L,,Black,Gray,No,36000.0
BMW,X5 M Base,2022,8307,Gasoline,4.4L,Automatic,Blue Metallic,Sakhir Orange,No,98900.0
BMW,M3 Base,2023,4106,Gasoline,3.0L,Manual,Isle of Man Green Metallic,Kyalami Orange,No,84645.0
BMW,M3 Base,1999,184700,Gasoline,3.2L,,Blue,Gray,No,36950.0
Maserati,Quattroporte S Q4 GranLusso,2018,57500,Gasoline,3.0L,,White,Brown,No,41900.0
Acura,RDX Advance Package,2021,29000,Gasoline,2.0L,,Black,Black,No,39650.0
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,61675,Gasoline,2.0L,,Gray,Black,Yes,19000.0
Mercedes-Benz,Sprinter 3500XD High Roof,2021,33300,Diesel,3.0L,,White,Black,No,45000.0
Cadillac,XTS Luxury,2014,62950,Gasoline,3.6L,,Silver,Gray,Yes,17498.0
Chevrolet,Camaro 2LT,2015,56675,Gasoline,3.6L,,Silver,Black,No,19750.0
Porsche,Cayenne S,2013,92000,Gasoline,4.8L,,Green,Gray,No,23000.0
Dodge,Magnum R/T,2005,96000,Gasoline,5.7L,,Gray,Gold,Yes,12000.0
INFINITI,Q70 3.7X,2014,33500,Gasoline,3.7L,,Black,Black,No,23000.0
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,16754,Gasoline,5.0L,,White,White,No,112000.0
Toyota,Camry Hybrid Base,2007,53249,Hybrid,2.4L,,Silver,Gray,Yes,9250.0
GMC,Acadia SLT-1,2016,119000,Gasoline,3.6L,,Gold,Brown,No,12500.0
Lincoln,Corsair Reserve,2021,29336,Gasoline,2.0L,Automatic,Black,Sandstone,No,36999.0
RAM,2500 SLT,2017,86000,Diesel,6.7L,,Gray,Gray,Yes,41000.0
RAM,3500 Laramie,2014,177000,Diesel,6.7L,,Black,–,Yes,40500.0
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,93500,Gasoline,4.6L,,Black,Black,Yes,15900.0
BMW,M5 Base,2018,47700,Gasoline,4.4L,,Red,White,Yes,54999.0
Ford,Mustang SVT Cobra,2003,97496,Gasoline,4.6L,,Gray,Gray,Yes,24500.0
Acura,ILX Premium Package,2022,16120,Gasoline,2.4L,Automatic,Gray,Ebony,No,26599.0
Buick,Rainier CXL,2005,147589,Gasoline,4.2L,,White,Beige,Yes,2800.0
Cadillac,Escalade Luxury,2013,95570,E85 Flex Fuel,6.2L,,Black,Black,Yes,22000.0
Mercedes-Benz,S-Class S 560,2018,45791,Gasoline,4.0L,,Gray,Gray,No,52000.0
INFINITI,QX80 Base,2016,60000,Gasoline,5.6L,,Silver,Beige,Yes,25950.0
Buick,Encore Preferred,2019,50000,Gasoline,1.4L,,White,Black,No,18795.0
Mercedes-Benz,GLS 450 Base 4MATIC,2019,33481,Gasoline,3.0L,Automatic,Black,Almond Beige,No,43999.0
Jeep,Liberty Limited,2010,107000,Gasoline,3.7L,,Gray,Gray,No,5900.0
Mercedes-Benz,S-Class S 63 AMG,2011,60000,Gasoline,5.5L,,White,Black,Yes,37000.0
Audi,A8 L 3.0T,2016,55000,Gasoline,3.0L,,White,Brown,No,28000.0
Mazda,CX-30 2.5 S Select Package,2022,4004,Gasoline,2.5L,,Black,Black,No,25500.0
Bentley,Continental GT Speed,2009,57800,Gasoline,6.0L,,Blue,Beige,Yes,59400.0
Bentley,Continental GT V8,2022,10972,Gasoline,4.0L,Automatic,Red,Black,No,217950.0
Bentley,Flying Spur V8,2022,27858,Gasoline,4.0L,Automatic,–,–,No,197750.0
Porsche,911 Carrera 4S,2018,31678,Gasoline,,,Silver,–,No,106798.0
Volkswagen,Golf R 4-Door,2016,47144,Gasoline,2.0L,,Blue,Black,No,29950.0
Hyundai,Genesis Coupe 3.8 Grand Touring,2011,165454,Gasoline,3.8L,,Gray,Black,Yes,4000.0
Ford,F-150 XLT,2018,98000,Gasoline,3.5L,,White,–,Yes,25500.0
Hyundai,Tucson Limited,2020,39913,Gasoline,2.4L,Automatic,Black Noir Pearl,Beige,No,22749.0
Ford,Mustang V6,2013,147191,Gasoline,3.7L,,Blue,Black,Yes,12990.0
BMW,435 i,2014,53600,Gasoline,3.0L,,Silver,Black,No,25980.0
Dodge,Challenger R/T,2010,100100,–,,,Purple,Black,No,17000.0
Mercedes-Benz,AMG G 63 Base,2020,1750,Gasoline,4.0L,,Blue,Black,No,199995.0
Dodge,Challenger SRT Hellcat,2020,2750,Gasoline,6.2L,,Orange,Black,No,104500.0
Porsche,Boxster Base,2013,40800,Gasoline,2.7L,,Brown,Beige,No,35500.0
Porsche,Macan Base,2018,36798,Gasoline,2.0L,Automatic,Volcano Grey Metallic,Black,Yes,49500.0
Ford,F-250 XL,2021,77699,Diesel,6.7L,Automatic,White,Medium Earth Gray,Yes,49883.0
Ford,Mustang GT,2010,87500,Gasoline,4.6L,,Red,Black,Yes,14900.0
Chevrolet,Suburban LT,2020,93000,Gasoline,5.3L,,Black,Black,No,38500.0
Mercedes-Benz,C-Class C 300 4MATIC,2018,41515,Gasoline,2.0L,Automatic,Black,Black,No,28251.0
RAM,1500 Classic Warlock,2019,19000,E85 Flex Fuel,3.6L,Automatic,Diamond Black,Diesel Gray / Black,Yes,33242.0
Toyota,Sequoia SR5,2023,1539,Hybrid,3.4L,Automatic,Green,Boulder,Yes,76373.0
BMW,M5 Base,2018,31090,Gasoline,4.4L,,Green,Black,Yes,68000.0
Mazda,Mazda3 FWD w/Premium Package,2022,21701,Gasoline,2.5L,Automatic,Soul Red Crystal Metallic,Black,No,25099.0
Nissan,Rogue SL,2016,97726,Gasoline,2.5L,,Gun Metallic,Charcoal,Yes,15998.0
Audi,A7 3.0T Prestige,2015,73000,Diesel,3.0L,,White,Gray,No,34000.0
Genesis,G80 3.8,2020,23600,Gasoline,3.8L,,Blue,Gray,No,31900.0
Rolls-Royce,Ghost Base,2016,8755,Gasoline,6.6L,,Black,Black,No,166900.0
BMW,M6 Gran Coupe Base,2019,20500,Gasoline,4.4L,,Blue,Black,No,67900.0
Ford,Mustang V6,2013,57912,Gasoline,3.7L,,Black,Black,Yes,18750.0
BMW,650 i,2009,35000,Gasoline,4.8L,,Black,Black,No,18500.0
Nissan,Leaf SV PLUS,2023,7089,,,,Black,Black,Yes,29895.0
Lincoln,MKC Reserve,2019,35469,Gasoline,2.3L,Automatic,Black,–,Yes,30890.0
Kia,Telluride EX,2022,14676,Gasoline,3.8L,Automatic,Dark Moss,Gray,No,46787.0
Lincoln,Navigator Reserve,2022,13750,Gasoline,3.5L,,White,Beige,No,79999.0
Mercedes-Benz,S-Class S 550 4MATIC,2015,13300,Gasoline,4.7L,,Black,Black,No,62500.0
Chevrolet,Suburban LT,2017,117000,Gasoline,6.0L,,Blue,Beige,No,27000.0
Audi,A7 55 Premium,2020,27100,Hybrid,3.0L,,White,Black,No,50000.0
Ford,Mustang EcoBoost Premium,2017,89352,Gasoline,2.3L,,White,Black,Yes,20989.0
Chevrolet,Cruze LS,2018,100000,Gasoline,1.4L,,White,Black,Yes,8500.0
Land,Rover Range Rover HSE SWB,2020,16000,Hybrid,3.0L,,Silver,Black,No,75500.0
Land,Rover Defender S,2023,15200,Gasoline,2.0L,,White,Black,No,62999.0
BMW,650 i,2012,39960,Gasoline,4.4L,,White,Brown,No,38995.0
Ford,Mustang Base,2008,119000,Gasoline,4.0L,,White,Black,Yes,13500.0
Kia,K5 GT-Line,2022,10971,Gasoline,1.6L,Automatic,Passion Red,Black,No,29998.0
Mazda,Mazda3 i Touring,2014,118500,Gasoline,2.0L,,Silver,Black,Yes,11500.0
Kia,Stinger GT1,2021,8288,Gasoline,3.3L,,Black,Black,No,45899.0
Chevrolet,Camaro ZL1,2023,2950,Gasoline,6.2L,,Red,Gray,No,74500.0
Mercedes-Benz,AMG G 63 Base,2017,73000,Gasoline,5.5L,,White,Black,Yes,78000.0
Ford,Thunderbird Premium,2005,82000,Gasoline,3.9L,,Gold,White,No,14900.0
Audi,e-tron Prestige,2019,7874,,,Automatic,Typhoon Gray Metallic,Pearl Beige,No,38999.0
GMC,Sierra 1500 SLT,2017,49105,Gasoline,6.2L,,White,Black,No,39750.0
Kia,Telluride LX,2023,5500,Gasoline,3.8L,,Silver,Black,No,40000.0
Chevrolet,Corvette Base,2005,36700,Gasoline,6.0L,,Blue,Black,No,26000.0
BMW,650 i,2014,40000,Gasoline,4.4L,,White,Beige,No,34000.0
Nissan,Rogue SL,2017,78110,Gasoline,2.5L,,Silver,Black,Yes,17500.0
GMC,Acadia Denali,2015,74864,Gasoline,3.6L,,Gray,Beige,No,19780.0
Cadillac,Escalade Premium Luxury Platinum,2021,15350,Gasoline,6.2L,,Black,Black,No,93500.0
Nissan,GT-R Premium,2010,46100,Gasoline,3.8L,,Blue,Black,No,72999.0
Toyota,Highlander XLE,2018,61454,Gasoline,3.5L,,Silver,Gray,No,31000.0
BMW,X7 xDrive40i,2020,45241,Gasoline,3.0L,,Blue,Brown,No,54500.0
INFINITI,QX60 Base,2018,48000,Gasoline,3.5L,,Black,Black,No,27000.0
Lexus,IS 250C Base,2010,68500,Gasoline,2.5L,,Black,Beige,No,18500.0
GMC,Sierra 1500 Denali,2019,43433,Gasoline,5.3L,Automatic,Onyx Black,Walnut,No,51899.0
Chevrolet,SSR Base,2005,122961,Gasoline,6.0L,Automatic,Redline Red,Ebony,No,20995.0
Dodge,Challenger R/T,2014,92861,Gasoline,5.7L,,Gray,Red,No,19750.0
Hyundai,Equus Signature,2016,72000,Gasoline,5.0L,,White,Beige,No,21400.0
Lamborghini,Aventador SVJ Base,2019,6929,Gasoline,6.5L,,Blue,Black,No,649999.0
Ford,Mustang GT,2003,83000,Gasoline,4.6L,,Gray,Black,No,10500.0
Audi,e-tron Premium,2021,18031,,,Automatic,Navarra Blue Metallic,Black,No,39599.0
Toyota,Sequoia Limited,2023,8200,Hybrid,3.4L,,Brown,Black,No,78900.0
Land,Rover Range Rover Sport HST MHEV,2020,19000,Hybrid,3.0L,,Silver,Black,Yes,74900.0
Jeep,Grand Cherokee L Limited,2022,12875,Gasoline,3.6L,Automatic,Diamond Black,Global Black,No,42599.0
Maserati,GranTurismo Sport,2015,32000,Gasoline,4.7L,,Beige,Brown,No,36000.0
BMW,M5 Base,2013,61145,Gasoline,4.4L,,White,Beige,Yes,37500.0
Mercedes-Benz,C-Class 4MATIC Sedan,2022,9612,Gasoline,,Automatic,–,–,No,43900.0
Land,Rover Range Rover Sport First Edition,2023,3534,Hybrid,,Automatic,Red,Black,No,143998.0
Ford,F-150 Lariat,2011,152000,Gasoline,3.5L,,Brown,Beige,No,14000.0
Audi,A4 2.0T Premium,2012,129567,Gasoline,2.0L,,White,Black,No,7000.0
BMW,540 i xDrive,2019,36000,Gasoline,3.0L,,Gray,Black,Yes,41995.0
BMW,X6 xDrive35i,2009,92008,Gasoline,3.0L,,White,Black,No,12500.0
Ford,Mustang Base,1998,63900,Gasoline,3.8L,,White,Gray,No,10300.0
Toyota,Sequoia Limited,2012,150900,Gasoline,5.7L,,Black,Gray,No,17500.0
Dodge,Challenger R/T Scat Pack,2019,43000,–,,,Green,Black,No,50000.0
Land,Rover Range Rover 3.0L Supercharged,2018,38020,Gasoline,,Automatic,White,Espresso,No,63998.0
Audi,Q8 55 Premium Plus,2021,14750,Hybrid,3.0L,,Silver,Black,No,61059.0
Subaru,WRX Base,2015,52500,Gasoline,2.0L,,Gray,Black,No,23000.0
Chevrolet,Suburban LT,2017,207571,Gasoline,5.3L,,Black,Black,Yes,21000.0
INFINITI,QX60 Pure,2020,39000,Gasoline,3.5L,,Gray,Gray,No,29900.0
Porsche,Cayman Base,2011,66000,Gasoline,2.9L,,Black,Brown,Yes,28000.0
INFINITI,QX60 Base,2017,93500,Gasoline,3.5L,,Black,Black,No,16000.0
BMW,M4 Base,2018,7200,Gasoline,3.0L,,Black,Black,No,64000.0
Maserati,MC20 MC20,2022,1220,Gasoline,,Automatic,–,–,No,238900.0
Land,Rover Defender SE,2023,8421,Hybrid,3.0L,,Black,White,No,90000.0
BMW,M8 Base,2020,25520,Gasoline,4.4L,Automatic,Brands Hatch Gray Metallic,Black,No,84900.0
Tesla,Model Y Performance,2020,30554,,,Automatic,Blue,Black,No,41999.0
Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,17000,,,,Gray,Blue,No,54900.0
Mercedes-Benz,SL-Class SL 550,2011,41314,Gasoline,5.5L,,Red,White,Yes,30999.0
Land,Rover Range Rover P525 HSE SWB,2020,49899,Gasoline,5.0L,,White,Black,Yes,64500.0
Ford,Escape XLT,2012,186268,E85 Flex Fuel,3.0L,,Blue,Black,No,4500.0
Lexus,ES 350 Base,2016,51335,Gasoline,3.5L,,Silver,Black,Yes,25995.0
Porsche,718 Boxster GTS,2019,10400,Gasoline,2.5L,,Gray,Black,No,99750.0
Mercedes-Benz,G-Class G 550,2020,20622,Gasoline,,Automatic,designo Diamond White Metallic,Black,No,142998.0
RAM,1500 Big Horn,2022,19376,Gasoline,5.7L,Automatic,Bright White Clearcoat,Black,No,45861.0
Audi,R8 5.2 V10 performance,2020,12245,Gasoline,5.2L,Automatic,Daytona Gray Pearl Effect w/ Black Roof,Black / Express Red,No,187900.0
Mitsubishi,Lancer Evolution IX,2006,77000,Gasoline,2.0L,,Silver,Black,No,57000.0
Acura,TL Technology,2013,40000,Gasoline,3.5L,,Blue,Gray,No,24000.0
Cadillac,CTS Luxury,2012,113000,Gasoline,3.0L,,White,Beige,No,10000.0
Chevrolet,Camaro 1SS,2022,7600,Gasoline,6.2L,,Gray,Black,Yes,46000.0
Toyota,Camry Hybrid LE,2022,20400,Hybrid,2.5L,,White,Gray,No,29900.0
Ford,Transit-350 XLT,2019,115000,Gasoline,3.5L,,White,Gray,No,39000.0
Lexus,RX 450h Base,2012,239000,Hybrid,3.5L,,Black,Black,No,7000.0
Jaguar,F-TYPE V6 S,2014,62194,Gasoline,,Automatic,Black,Black,No,32998.0
Jeep,Wrangler Sahara,2020,22138,Gasoline,,Automatic,Black,Black,No,38598.0
Porsche,718 Boxster S,2017,48900,Gasoline,2.5L,,Blue,Black,No,62500.0
Audi,R8 5.2,2014,21800,Gasoline,5.2L,,White,Black,No,117000.0
Lincoln,MKZ Base,2016,68200,Gasoline,3.7L,,Silver,Black,Yes,16750.0
Chevrolet,S-10 LS Crew Cab,2001,139000,Gasoline,4.3L,,Red,Gray,No,7000.0
Mercedes-Benz,G-Class G 550 4MATIC,2021,76100,Gasoline,4.0L,,Black,Black,No,130000.0
Lexus,RX 350 RX 350 F SPORT Handling,2022,14330,Gasoline,,Automatic,Black,Red,No,54998.0
BMW,750 i xDrive,2019,41906,Gasoline,4.4L,,Blue,White,Yes,45999.0
Chevrolet,Camaro 2SS,2016,164000,Gasoline,6.2L,,Black,Red,No,21500.0
Ford,Fusion Hybrid SE,2013,161933,Hybrid,2.0L,Automatic,Blue,Charcoal Black,No,7945.0
Hyundai,Santa Cruz 2.5T Limited,2022,22829,Gasoline,2.5L,Automatic,Hampton Gray,Black,No,34580.0
Lexus,RX 350 F Sport,2023,5483,Gasoline,2.4L,Automatic,Ultra White,Black,No,59950.0
Land,Rover Range Rover Evoque S,2020,46891,Gasoline,2.0L,,Gray,Black,Yes,31000.0
Chevrolet,Suburban LT,2019,72000,Gasoline,5.3L,,Blue,Beige,Yes,39000.0
Porsche,718 Spyder Base,2020,3400,Gasoline,4.0L,,White,Black,No,129900.0
Chevrolet,Camaro 1LT,2021,18000,Gasoline,3.6L,,White,Black,Yes,30000.0
Jeep,Gladiator Freedom,2021,30630,Gasoline,,Automatic,Hydro Blue Pearlcoat,Black,No,39998.0
Toyota,Tacoma Double Cab,2007,24985,Gasoline,4.0L,,Silver,Silver,Yes,33580.0
GMC,Yukon Denali Ultimate,2023,9978,Gasoline,6.2L,,White,Gold,No,93999.0
Ford,Shelby GT350R Base,2018,18500,Gasoline,5.2L,,Blue,Black,Yes,77999.0
Cadillac,Escalade Premium Luxury Platinum,2021,72843,Gasoline,6.2L,Automatic,Sandstone Metallic,Dark Auburn,No,79990.0
Buick,LaCrosse Base,2017,67500,Gasoline,3.6L,,Black,Beige,No,20000.0
Tesla,Model X Long Range Plus,2020,43534,,,,Black,Black,No,65990.0
Mercedes-Benz,E-Class E 300 4MATIC,2017,36900,Gasoline,2.0L,,Gray,Beige,No,28500.0
Chevrolet,Tahoe LT,2017,61720,E85 Flex Fuel,,Automatic,Silver,Jet Black,Yes,39998.0
Kia,Telluride EX,2022,35938,Gasoline,3.8L,Automatic,Glacial White Pearl,Black,No,43329.0
Toyota,Tundra Hybrid Limited,2023,10748,Hybrid,3.4L,Automatic,Midnight Black Metallic,Black,No,63100.0
Audi,S8 4.0T quattro,2023,4457,Gasoline,4.0L,Automatic,Mythos Black Metallic,Black,No,107900.0
Nissan,Armada Platinum,2018,108206,Gasoline,,Automatic,White,Charcoal,Yes,26498.0
Land,Rover Discovery HSE,2020,32705,Diesel,,Automatic,Portofino Blue Metallic,Tan/Ebony/Ebony,No,46598.0
Kia,Telluride S,2020,74026,Gasoline,3.8L,Automatic,Sangria Red,Black,No,32913.0
Lexus,GS 350 F Sport,2020,24651,Gasoline,3.5L,Automatic,Ultra White,Black,No,45950.0
BMW,X6 xDrive40i,2022,13000,Hybrid,3.0L,,Gray,Orange,No,69000.0
Land,Rover Range Rover P400 SE SWB,2023,11700,Hybrid,3.0L,,Gray,White,No,133500.0
Chevrolet,Silverado 3500 High Country,2015,77500,Diesel,6.6L,,Black,Brown,No,54000.0
Maserati,Quattroporte Sport GT,2007,82000,Gasoline,4.2L,,Black,Black,Yes,7999.0
Dodge,Viper GTC,2017,1389,Gasoline,8.4L,,Black,Black,No,489995.0
Ford,Expedition Limited,2021,29830,Gasoline,3.5L,Automatic,Magnetic Metallic,Ebony,No,55329.0
Mazda,Mazda6 i Grand Touring,2016,83100,–,,,White,White,No,17800.0
Kia,Optima LX,2019,62660,Gasoline,2.4L,,White,Black,No,16500.0
Land,Rover Range Rover Sport SVR,2018,56006,Gasoline,5.0L,,Silver,White,No,59000.0
Lexus,RX 450h F SPORT Handling,2021,31365,Hybrid,,,Beige,Red,No,52998.0
Lincoln,Town Car Base,2004,27600,Gasoline,4.6L,,Black,White,No,14900.0
Honda,Civic Si,2012,47245,Gasoline,2.4L,,White,Black,No,19600.0
Lexus,RX 450h Base,2017,73948,Hybrid,3.5L,,White,Beige,No,31990.0
RAM,1500 Classic Warlock,2019,36757,E85 Flex Fuel,3.6L,Automatic,Diamond Black,Diesel Gray / Black,No,31953.0
Tesla,Model Y Long Range,2023,4786,,,,White,White,No,48000.0
Audi,RS 3 2.5T,2023,1900,Gasoline,2.5L,,Gray,Black,No,78900.0
Hyundai,Genesis Coupe 3.8 R-Spec,2014,52060,Gasoline,3.8L,,Black,Black,Yes,15000.0
Porsche,Boxster RS 60 Spyder,2008,58000,Gasoline,3.4L,,Silver,Black,No,41500.0
Ford,F-250 XLT,2010,52246,Diesel,6.4L,Manual,Tan,Medium Stone,No,26095.0
Kia,Sorento EX,2016,64290,Gasoline,2.0L,Automatic,Snow White Pearl,Satin Black,No,16999.0
Nissan,370Z Touring,2009,37500,Gasoline,3.7L,,Silver,Orange,No,21500.0
Genesis,G70 2.0T,2023,2121,Gasoline,2.0L,,White,Red,No,40750.0
Land,Rover Range Rover Sport Supercharged,2013,57000,Gasoline,5.0L,,White,Beige,No,26000.0
Mercedes-Benz,S-Class S 560 4MATIC,2020,22000,Gasoline,4.0L,,White,Beige,No,69500.0
Ford,Bronco Wildtrak Advanced,2023,2000,Gasoline,2.7L,,Black,Black,No,66500.0
RAM,1500 SLT,2018,61802,E85 Flex Fuel,3.6L,,Black,Gray,No,32000.0
Dodge,Challenger R/T,2010,73000,–,,,Black,Black,No,17500.0
Chevrolet,Sonic LT,2013,110000,–,,,Gray,Black,No,7500.0
Jeep,Grand Cherokee Laredo,2013,106700,E85 Flex Fuel,3.6L,,Black,Black,No,13500.0
Audi,RS 5 4.2,2013,75965,Gasoline,4.2L,,White,Black,Yes,35999.0
Jeep,Grand Cherokee L Overland,2022,31804,Gasoline,3.6L,Automatic,Silver Zynith,Global Black,Yes,48995.0
