brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,price
audi,a4 2.0t premium plus,2015,73000,e85 flex fuel,2.0l,manual,black,black,Yes,17200
audi,a4 3.2 premium plus quattro,2009,153000,gasoline,3.2l,manual,gray,beige,No,8700
ford,excursion limited,2003,67550,diesel,6.0l,manual,gold,beige,No,30000
ford,excursion limited,2004,170000,gasoline,6.8l,manual,gold,gold,No,8500
land,rover range rover sport 5.0l supercharged dynamic,2017,53000,gasoline,5.0l,manual,black,beige,No,47500
audi,q8 3.0t prestige,2019,54900,hybrid,3.0l,manual,gold,black,Yes,48500
bmw,x5 xdrive35i,2016,89000,gasoline,3.0l,manual,black,black,No,24000
ford,bronco base,2022,6200,gasoline,2.3l,manual,black,black,No,49000
ford,f-150 xlt,2021,51808,gasoline,5.0l,automatic,silver,black,No,42388
hyundai,genesis coupe 3.8 track,2013,89000,gasoline,3.8l,manual,white,black,Yes,12500
toyota,camry le,1999,86111,gasoline,2.2l,manual,gold,beige,Yes,3500
mercedes-benz,e-class e 400 4matic,2018,45203,gasoline,3.0l,automatic,white,saddle brown,No,39853
audi,s5 3.0t prestige,2022,14739,gasoline,3.0l,automatic,daytona gray pearl effect,black,No,61900
buick,enclave premium,2017,139105,gasoline,3.6l,automatic,iridium metallic,light titanium,Yes,17550
ford,mustang gt premium,2011,101000,gasoline,5.0l,manual,red,black,No,18500
gmc,yukon xl slt,2016,93000,gasoline,5.3l,manual,black,black,Yes,30000
ford,mustang v6 premium,2013,62500,gasoline,3.7l,manual,black,black,No,16000
lexus,is-f base,2008,75000,gasoline,5.0l,manual,blue,black,Yes,29000
bmw,435 i,2015,34455,gasoline,3.0l,manual,gray,beige,No,28000
land,rover range rover supercharged,2010,130000,gasoline,5.0l,manual,white,black,No,15500
mercedes-benz,cla-class cla 250,2014,76170,gasoline,2.0l,manual,gray,black,Yes,16500
gmc,yukon slt,2010,194500,e85 flex fuel,5.3l,manual,white,beige,Yes,9500
bmw,535 i,2008,135000,gasoline,3.0l,manual,silver,black,No,5699
dodge,charger gt,2021,33000,gasoline,3.6l,manual,white,gray,Yes,26999
hyundai,genesis 3.8,2010,98700,gasoline,3.8l,manual,beige,beige,No,10340
honda,civic type r touring,2018,72900,gasoline,2.0l,manual,black,black,Yes,35500
dodge,durango r/t,2016,135000,gasoline,5.7l,manual,black,black,No,20000
chevrolet,silverado 1500 limited high country,2022,2550,gasoline,5.3l,manual,red,black,No,60000
jeep,grand cherokee altitude,2020,35289,gasoline,3.6l,automatic,granite crystal clearcoat metallic,black,Yes,35470
ram,1500 laramie,2022,14636,gasoline,5.7l,automatic,diamond black,black,No,46599
chrysler,crossfire limited,2005,24847,gasoline,3.2l,automatic,white,dark gray,No,13046
nissan,rogue sl,2019,29558,gasoline,2.5l,automatic,magnetic black,charcoal,No,25884
audi,a6 55 premium plus,2023,6581,gasoline,3.5l,automatic,chronos gray metallic,black,No,59900
mercedes-benz,amg gt 53 base,2020,22000,hybrid,3.0l,manual,gray,black,No,83999
acura,ilx technology plus package,2017,68200,gasoline,2.4l,manual,black,black,Yes,15750
ford,expedition platinum,2019,51300,gasoline,3.5l,automatic,white,platinum,No,48295
bmw,m3 base,2008,133500,gasoline,4.0l,manual,gray,black,No,18500
infiniti,m37 x,2012,49000,gasoline,3.7l,manual,gray,black,No,19900
bmw,650 i,2008,125470,gasoline,4.8l,manual,black,beige,No,8000
mazda,rx-8 grand touring,2008,81219,gasoline,1.3l,manual,red,black,No,8500
porsche,boxster base,1999,72000,gasoline,2.5l,manual,blue,gray,No,12250
acura,ilx premium & a-spec packages,2019,19500,gasoline,2.4l,manual,gray,black,No,25000
lexus,lx 570 base,2016,33655,gasoline,5.7l,manual,white,brown,No,62900
toyota,highlander limited platinum,2015,135140,gasoline,3.5l,manual,white,beige,No,23500
maserati,ghibli base,2015,73000,gasoline,3.0l,manual,black,brown,No,17999
land,rover range rover 3.0l supercharged hse,2017,55000,gasoline,3.0l,manual,white,beige,Yes,58000
chevrolet,cruze ltz,2013,87000,gasoline,1.4l,manual,blue,black,Yes,10000
bmw,325 xi,2006,137825,gasoline,3.0l,manual,silver,black,No,4000
acura,mdx technology,2008,184421,gasoline,3.7l,manual,gray,black,No,5000
lincoln,mkc base,2015,95000,gasoline,2.0l,manual,white,black,Yes,14900
kia,sportage nightfall,2022,26468,gasoline,2.4l,automatic,pacific blue,black,Yes,27875
bentley,arnage r,2003,55050,gasoline,6.75l,manual,gray,gray,No,34995
kia,sorento lx,2021,54200,gasoline,2.5l,manual,white,black,No,23800
lexus,sc 430 base,2002,109762,gasoline,4.3l,manual,blue,brown,No,15000
land,rover range rover evoque base,2012,92080,gasoline,2.0l,manual,gray,black,No,14500
acura,tlx type s w/performance tire,2023,1798,gasoline,3.0l,manual,black,black,No,53000
gmc,sierra 1500 sle crew cab,2006,167500,gasoline,5.3l,manual,silver,black,No,14500
gmc,sierra 1500 denali ultimate,2023,2500,gasoline,6.2l,manual,white,brown,No,84000
mercedes-benz,e-class e 400,2016,77000,gasoline,3.0l,manual,white,beige,Yes,24000
mini,hardtop cooper,2019,19850,gasoline,1.5l,manual,black,black,No,24000
ford,bronco outer banks advanced,2023,3400,gasoline,2.3l,manual,gray,gray,No,57000
ford,bronco,2021,3596,gasoline,2.7l,automatic,blue,black onyx,No,56900
ford,f-350 lariat super duty crew cab,2009,130200,diesel,6.4l,manual,white,beige,No,28900
land,rover discovery sport se,2017,48200,gasoline,2.0l,manual,white,gray,No,24998
gmc,yukon xl slt,2016,183544,gasoline,5.3l,manual,black,black,Yes,22000
ford,focus rs base,2016,14900,gasoline,2.3l,manual,blue,black,No,39000
ford,bronco badlands advanced,2022,4200,gasoline,2.7l,manual,blue,black,No,65994
hyundai,genesis 5,2012,15698,gasoline,5.0l,manual,black,black,No,19000
jeep,wrangler unlimited rubicon,2022,1750,gasoline,3.6l,manual,gray,brown,No,65500
bmw,x4 xdrive30i,2022,34800,gasoline,2.0l,manual,blue,brown,No,46000
jaguar,f-pace s,2020,35580,gasoline,3.5l,automatic,eiger grey metallic,ebony/light oyster stitch,No,46998
acura,rsx type s,2006,71400,gasoline,2.0l,manual,black,gray,Yes,14990
mazda,mx-5 miata base,2003,9260,gasoline,1.8l,manual,white,beige,No,22000
gmc,yukon xl slt,2023,28500,gasoline,5.3l,manual,black,black,No,67800
mercedes-benz,e-class e 350 4matic,2008,91900,gasoline,3.5l,manual,black,black,No,8900
infiniti,g35 base,2004,130000,gasoline,3.5l,manual,beige,beige,No,7500
cadillac,xts premium,2013,56860,gasoline,3.6l,automatic,white diamond tri-coat,shale,Yes,21995
mini,hardtop cooper s,2017,44300,gasoline,2.0l,manual,silver,black,No,20784
bmw,x5 xdrive35i,2014,120000,gasoline,3.0l,manual,black,black,Yes,20000
mercedes-benz,sl-class sl 550,2013,72500,gasoline,4.6l,manual,black,beige,No,31450
ram,1500 tradesman/express,2017,72000,gasoline,5.7l,manual,blue,beige,Yes,24200
bmw,135 i,2011,132000,gasoline,3.0l,manual,black,beige,No,11000
hyundai,ioniq 5 se,2022,18500,electric,3.5l,manual,white,black,No,42000
lexus,ls 430 base,2002,42000,gasoline,4.3l,manual,silver,gray,Yes,15999
jaguar,f-pace s,2023,4624,gasoline,3.5l,automatic,santorin black,black,No,56998
bmw,m5 base,2006,106000,gasoline,5.0l,manual,black,black,No,19500
hyundai,santa fe se,2022,13610,gasoline,2.5l,automatic,stormy sea,black,No,27450
ford,expedition timberline,2023,8911,gasoline,3.5l,automatic,dark matter metallic,black onyx,Yes,77430
chevrolet,silverado 1500 lt trail boss,2021,48641,gasoline,5.3l,automatic,silver ice metallic,jet black,No,43666
gmc,sierra 1500 slt,2021,11250,gasoline,6.2l,manual,white,black,No,70250
ford,mustang premium,2007,126000,gasoline,4.0l,manual,red,black,No,9000
bmw,m5 base,2008,77750,gasoline,5.0l,manual,silver,silver,No,21000
toyota,tacoma sr,2020,27363,gasoline,3.5l,manual,gray,gray,No,35000
porsche,cayenne base,2019,30951,gasoline,3.0l,automatic,white,black,No,80140
dodge,durango gt,2021,20386,gasoline,3.6l,automatic,billet clearcoat metallic,black,No,32999
bmw,330e iperformance,2018,45253,plug-in hybrid,2.0l,manual,black,black,No,24995
gmc,terrain denali,2016,144000,gasoline,3.6l,manual,white,black,No,18400
ford,excursion limited,2004,76163,diesel,6.0l,manual,gold,gold,No,20500
hyundai,genesis 3.8,2015,61300,gasoline,3.8l,manual,silver,gray,Yes,20150
mitsubishi,mirage es,2017,35698,gasoline,1.2l,manual,blue,black,No,8750
mercedes-benz,e-class e 350 4matic,2010,27000,gasoline,3.5l,manual,black,black,No,22500
mazda,mazda3 i sport,2015,162000,gasoline,2.0l,manual,red,black,No,11500
bmw,m3 base,2008,77800,gasoline,4.0l,manual,red,black,No,28500
mercedes-benz,e-class e 350,2014,55000,gasoline,3.5l,manual,black,black,No,19250
ford,bronco outer banks advanced,2022,12000,gasoline,2.7l,manual,gray,brown,Yes,65999
tesla,model x 75d,2017,70579,electric,3.5l,manual,black,white,No,42250
jeep,wrangler unlimited sport,2010,107000,gasoline,3.8l,manual,white,gray,Yes,17500
honda,pilot elite,2021,42653,gasoline,3.5l,automatic,gray,black,No,38998
acura,tl 3.2,2008,193783,gasoline,3.2l,manual,black,black,Yes,10000
lexus,is 350 base,2014,123000,gasoline,3.5l,manual,red,black,Yes,18000
chevrolet,equinox lt,2011,130000,gasoline,3.0l,manual,brown,black,Yes,7000
mitsubishi,lancer de,2009,143346,gasoline,2.0l,manual,black,black,Yes,3000
land,rover lr2 base,2015,112465,gasoline,2.0l,manual,white,beige,No,11995
nissan,leaf sv plus,2023,5121,electric,3.5l,automatic,brilliant silver metallic,black,No,28196
audi,a5 2.0t premium,2012,137273,gasoline,2.0l,manual,white,beige,No,11000
lexus,rx 450h base,2018,70780,hybrid,3.5l,manual,silver,gray,No,35700
chevrolet,tahoe lt,2018,55000,gasoline,5.3l,manual,black,black,No,37900
mercedes-benz,g-class g 550 4matic,2017,23151,gasoline,4.0l,manual,gray,black,No,84500
cadillac,xts luxury,2013,152000,gasoline,3.6l,manual,black,gray,Yes,8500
infiniti,q50 3.0t red sport 400,2020,23344,gasoline,3.0l,automatic,liquid platinum,white,No,36999
subaru,outback 3.6r limited,2016,87092,gasoline,3.6l,manual,blue,black,Yes,19500
toyota,avalon xls,2004,90625,gasoline,3.0l,manual,gray,gray,No,5500
chevrolet,traverse rs,2021,44373,gasoline,3.6l,manual,silver,black,No,36000
bmw,330 i,2021,26000,gasoline,2.0l,manual,black,black,No,37000
karma,revero base,2018,20760,electric,2.0l,manual,white,black,No,55500
lexus,gx 460 base,2021,39102,gasoline,3.5l,automatic,silver,rioja red,No,51798
alfa,romeo stelvio ti sport,2019,39615,gasoline,3.5l,automatic,vulcano black metallic,red/black,No,28900
gmc,sierra 2500 base,2019,58000,e85 flex fuel,6.0l,manual,silver,beige,No,36500
lexus,is 250 base,2013,148000,gasoline,2.5l,manual,gray,black,Yes,10000
porsche,panamera 2,2011,104000,gasoline,3.6l,manual,white,black,No,20900
bmw,535 i xdrive,2013,46150,gasoline,3.0l,manual,silver,black,Yes,17000
chevrolet,silverado 2500 high country,2022,18860,diesel,6.6l,manual,blue,gray,No,74500
mercedes-benz,amg c 63 base,2017,28399,gasoline,4.0l,manual,gray,black,No,55600
jeep,wrangler sahara,1998,136500,gasoline,4.0l,manual,black,black,No,6999
porsche,boxster s,2005,95170,gasoline,3.2l,manual,blue,gray,No,24900
bmw,m3 base,2006,95450,gasoline,3.2l,manual,gray,gray,Yes,42000
chevrolet,camaro lt1,2022,7652,gasoline,3.5l,automatic,blue,jet black,No,39998
bmw,535 i xdrive,2011,169000,gasoline,3.0l,manual,black,white,Yes,10999
ram,1500 laramie,2022,16744,gasoline,5.7l,automatic,delmonico red pearlcoat,black,No,46999
chevrolet,express 1500 cargo,2004,152000,gasoline,4.3l,manual,white,gray,Yes,7999
bmw,x7 xdrive40i,2020,46000,gasoline,3.0l,manual,black,black,No,54999
bmw,x7 xdrive40i,2022,8000,hybrid,3.0l,manual,blue,brown,No,85000
chevrolet,silverado 2500 lt,2016,84421,e85 flex fuel,6.0l,manual,white,black,No,36800
gmc,sierra 1500 denali,2021,44691,gasoline,6.2l,automatic,white frost tri-coat,walnut,Yes,56900
mitsubishi,outlander sel,2022,11700,gasoline,2.5l,manual,white,black,No,33000
mini,cooper base,2010,58000,gasoline,1.6l,manual,gold,black,No,8000
toyota,prius touring,2009,142500,hybrid,1.5l,manual,blue,beige,No,6999
cadillac,escalade esv base,2007,191900,gasoline,6.2l,manual,black,black,Yes,9750
audi,a6 2.0t premium plus,2016,63398,gasoline,2.0l,manual,white,gray,Yes,19500
chevrolet,suburban 1500 lt,2008,162750,gasoline,5.3l,manual,white,black,Yes,7200
jaguar,xk r,2012,38383,gasoline,5.0l,manual,white,black,No,36949
ford,f-250 xlt,2022,36294,diesel,6.7l,automatic,oxford white,medium earth gray,Yes,77535
audi,a4 2.0t premium,2011,90818,gasoline,2.0l,manual,white,black,Yes,8300
cadillac,ats 2.0l turbo,2018,32000,gasoline,2.0l,manual,gray,black,No,22999
ford,transit-350 base,2019,94650,gasoline,3.7l,manual,white,black,No,37000
mercedes-benz,g-class g 63 amg,2014,49899,gasoline,5.5l,manual,white,black,No,72999
jeep,wrangler sahara,2011,55000,gasoline,3.8l,manual,red,black,Yes,35000
bmw,m4 base,2015,23700,gasoline,3.0l,manual,black,black,No,42800
tesla,model s p100d,2018,46000,electric,3.5l,manual,white,black,No,59500
maserati,ghibli s granlusso,2020,12118,gasoline,3.0l,manual,blue,brown,No,52900
pontiac,firebird trans am,2001,64000,gasoline,5.7l,manual,blue,beige,No,21000
ford,expedition xlt,2022,22169,gasoline,3.5l,automatic,black,sandstone,No,57352
tesla,model x long range plus,2021,46897,electric,3.5l,manual,blue,black,No,69000
bmw,535 i xdrive,2011,135000,gasoline,3.0l,manual,blue,beige,No,9999
bmw,428 i xdrive,2015,125000,gasoline,2.0l,manual,white,black,No,15000
cadillac,escalade esv platinum,2017,134000,gasoline,6.2l,manual,gold,brown,No,32999
bmw,x5 xdrive35i,2014,143250,gasoline,3.0l,manual,black,white,No,12999
lexus,gx 460 premium,2017,82975,gasoline,4.6l,manual,white,beige,No,31000
mini,countryman cooper s all4,2016,91700,gasoline,1.6l,manual,white,black,No,13999
ford,f-150 xlt,2018,72393,gasoline,2.7l,manual,black,black,No,35000
infiniti,qx60 base,2016,71000,gasoline,3.5l,manual,black,black,No,21500
lexus,rx 350 base,2012,160900,gasoline,3.5l,manual,silver,gray,No,15000
dodge,charger scat pack,2020,40208,gasoline,6.4l,manual,red,black,Yes,38000
lexus,is 350 base,2017,77300,gasoline,3.5l,manual,white,black,No,30000
nissan,nv200 sv,2017,16700,gasoline,2.0l,manual,white,black,No,26500
subaru,impreza 2.0i premium,2013,112000,gasoline,2.0l,manual,black,beige,No,9999
bmw,m3 base,2016,55250,gasoline,3.0l,manual,blue,white,No,49999
infiniti,qx80 luxe,2020,69000,gasoline,5.6l,manual,gray,black,No,31450
ford,mustang gt premium,2016,40570,gasoline,5.0l,manual,gray,black,Yes,30490
toyota,rav4 trd off road,2020,46500,gasoline,2.5l,manual,white,black,No,35200
honda,s2000 base,2000,26900,gasoline,2.0l,manual,silver,red,No,35000
jeep,gladiator sport,2021,5779,gasoline,3.6l,automatic,firecracker red clearcoat,black,Yes,41329
ford,bronco big bend advanced,2023,12000,gasoline,2.3l,manual,black,black,No,54000
ford,expedition timberline,2022,30301,gasoline,3.5l,automatic,dark matter metallic,deep cypress,No,68420
plymouth,prowler base,2001,22300,gasoline,3.5l,manual,blue,gray,No,28500
alfa,romeo giulia ti,2023,9275,gasoline,2.0l,automatic,alfa white,black,No,43900
chevrolet,suburban 1500 ls,2004,171750,e85 flex fuel,5.3l,manual,white,beige,Yes,12998
mitsubishi,lancer evolution gsr,2013,76500,gasoline,2.0l,manual,black,black,No,28000
mercedes-benz,amg gle 43 coupe 4matic,2018,49000,gasoline,3.0l,manual,blue,brown,Yes,42995
audi,r8 5.2 quattro spyder,2011,75000,gasoline,5.2l,manual,white,brown,Yes,74000
ford,escape xlt,2007,133300,gasoline,2.3l,manual,silver,silver,No,3000
bmw,x5 3.0si,2007,99700,gasoline,3.0l,manual,black,black,No,8500
chevrolet,camaro 2lt,2011,126700,gasoline,3.6l,manual,white,beige,Yes,14000
bmw,340 i,2016,28000,gasoline,3.0l,manual,black,red,No,36995
mercedes-benz,sl-class sl 550,2012,21300,gasoline,5.5l,manual,silver,red,Yes,38500
cadillac,escalade platinum,2019,92000,gasoline,6.2l,manual,black,black,No,51900
chevrolet,silverado 3500 ltz,2018,92149,diesel,6.6l,automatic,black,jet black,Yes,52889
lexus,rc f base,2015,25756,gasoline,5.0l,manual,black,black,No,49995
kia,forte gt-line,2021,24534,gasoline,2.0l,manual,white,black,No,21900
land,rover range rover sport supercharged dynamic,2018,58100,gasoline,5.0l,manual,red,black,No,53499
nissan,titan s,2017,20220,gasoline,5.6l,manual,white,gray,No,32324
honda,accord ex-l 2.0t,2019,40069,gasoline,2.0l,manual,white,black,Yes,27500
subaru,wrx base,2017,60930,gasoline,2.0l,manual,blue,black,No,23750
audi,a4 2.0t titanium premium,2019,7300,gasoline,2.0l,manual,white,gray,No,27900
ford,mustang ecoboost premium,2018,34000,black,3.5l,manual,blue,gray,Yes,25000
chevrolet,avalanche 1500 ls,2012,56000,e85 flex fuel,5.3l,manual,red,black,Yes,18000
mercedes-benz,cla-class cla 250,2014,136000,gasoline,2.0l,manual,gray,black,Yes,12000
bmw,228 gran coupe i xdrive,2020,31100,gasoline,2.0l,manual,blue,white,No,26999
maserati,granturismo base,2012,12100,gasoline,4.7l,manual,blue,beige,No,37900
ford,expedition platinum,2021,51902,gasoline,3.5l,automatic,red,ceramic,No,57480
audi,s4 base,2007,93000,gasoline,4.2l,manual,black,black,Yes,10995
land,rover range rover sport supercharged hse,2016,99915,gasoline,3.0l,manual,blue,white,Yes,26500
ford,mustang mach-e gt,2022,7661,electric,3.5l,automatic,star white,black onyx,No,49599
chevrolet,tahoe ltz,2007,177000,e85 flex fuel,5.3l,manual,gold,beige,Yes,10750
nissan,xterra s,2008,100900,gasoline,4.0l,manual,black,gray,No,6999
infiniti,q60 3.0t premium,2017,107380,gasoline,3.0l,manual,black,gray,Yes,17500
ford,f-150 raptor,2021,32957,gasoline,3.5l,automatic,oxford white,black,No,77900
acura,tlx base,2016,45000,gasoline,2.4l,manual,gray,blue,No,16500
nissan,frontier sv,2013,67000,gasoline,4.0l,manual,blue,gray,No,15500
chevrolet,camaro 1ss,2021,12600,gasoline,6.2l,manual,gray,black,No,47000
porsche,panamera 4,2018,24882,gasoline,3.0l,manual,white,black,No,59800
acura,tlx pmc edition,2020,6900,gasoline,3.5l,manual,red,black,No,43500
kia,sorento ex v6,2019,66075,gasoline,3.3l,automatic,titanium silver,satin black,No,23754
hyundai,palisade sel,2021,68050,gasoline,3.8l,manual,black,black,No,29600
ford,f-250 lariat,2017,128000,diesel,6.7l,manual,gray,black,No,50000
bmw,430 i,2021,9472,gasoline,2.0l,manual,white,blue,No,51000
mitsubishi,lancer gts,2009,185963,gasoline,2.4l,manual,orange,gray,Yes,5100
nissan,nv200 s,2019,52000,gasoline,2.0l,manual,black,gray,Yes,19500
buick,enclave leather,2015,68653,gasoline,3.6l,manual,blue,black,Yes,18950
lexus,rx 330 base,2004,151896,gasoline,3.3l,manual,silver,gray,No,7900
lexus,rx 450h f sport,2019,43671,hybrid,3.5l,automatic,caviar,rioja red,No,44950
ford,f-250 lariat,2017,72128,e85 flex fuel,6.2l,automatic,white,camel,Yes,45985
kia,forte koup ex,2013,134207,gasoline,2.0l,manual,black,black,Yes,5500
gmc,terrain sle,2020,26470,gasoline,1.5l,automatic,summit white,jet black,No,29900
porsche,macan base,2018,82300,gasoline,2.0l,manual,black,black,No,35000
lexus,rc 350 base,2015,124000,gasoline,3.5l,manual,blue,blue,No,24000
audi,s4 3.0t premium plus,2020,23823,gasoline,3.0l,automatic,tango red metallic,black,No,49995
infiniti,qx60 base,2014,154247,gasoline,3.5l,manual,black,black,Yes,12500
chevrolet,silverado 2500 ltz h/d extended cab,2008,128000,gasoline,6.0l,manual,beige,black,No,23500
maserati,granturismo base,2008,70000,gasoline,4.2l,manual,blue,brown,Yes,13000
acura,integra gs-r,1995,123000,black,3.5l,manual,white,blue,No,10999
bmw,x6 m base,2016,52375,gasoline,4.4l,manual,white,brown,Yes,48600
chrysler,300 s,2016,100574,gasoline,3.6l,manual,black,black,Yes,17500
chrysler,300 base,2014,85000,gasoline,3.6l,manual,white,black,Yes,11250
acura,rdx w/a-spec package,2023,3959,gasoline,3.5l,automatic,white,black,No,48998
chevrolet,corvette stingray w/1lt,2021,10400,gasoline,6.2l,manual,silver,black,No,72900
chevrolet,camaro 1ss,2019,19200,gasoline,6.2l,manual,orange,black,No,41500
mercedes-benz,e-class e 350 4matic,2013,81000,gasoline,3.5l,manual,gray,beige,Yes,13000
ford,f-150 raptor,2022,17451,gasoline,3.5l,automatic,oxford white,rhapsody blue,No,77900
nissan,versa 1.8 s,2011,165000,gasoline,1.8l,manual,black,black,No,4000
hyundai,accent gls,2013,117500,gasoline,1.6l,manual,silver,gray,Yes,6500
mercedes-benz,s-class s 450 4matic,2018,72500,gasoline,3.0l,manual,black,black,No,60000
audi,q5 3.0 tdi premium plus,2014,55564,diesel,3.0l,manual,black,black,Yes,22500
cadillac,lyriq luxury,2023,1090,electric,3.5l,manual,gray,silver,No,68750
volvo,xc60 t5 r-design,2019,43500,gasoline,2.0l,manual,gray,black,No,30000
mercedes-benz,amg gt 53 base,2019,35000,hybrid,3.0l,manual,black,black,No,83000
gmc,yukon slt,2017,92031,gasoline,5.3l,manual,white,beige,Yes,30000
lexus,gs 350 base,2016,128032,gasoline,3.5l,manual,silver,black,No,18000
jaguar,xf 25t premium,2018,18800,gasoline,2.0l,manual,white,white,No,26000
honda,ridgeline black edition,2017,91600,gasoline,3.5l,manual,black,black,No,26000
toyota,4runner sr5,2019,91843,gasoline,4.0l,manual,blue,black,Yes,30500
ford,bronco sport outer banks,2021,28105,gasoline,1.5l,automatic,kodiak brown metallic,ebony,Yes,32455
dodge,charger r/t 392,2017,73350,gasoline,6.4l,manual,gray,red,No,37000
mercedes-benz,glc 300 glc 300,2022,11875,gasoline,3.5l,automatic,black,black,No,41598
tesla,model s p100d,2018,47000,electric,3.5l,manual,black,black,No,49900
infiniti,q50 3.0t signature edition,2017,67000,gasoline,3.0l,manual,black,black,No,23000
bmw,340 i,2016,117660,gasoline,3.0l,manual,white,black,Yes,19500
pontiac,firebird trans am,2001,71448,gasoline,3.8l,manual,gray,black,No,10500
nissan,nv passenger nv3500 hd sv v8,2015,86000,gasoline,5.6l,manual,silver,gray,No,29500
lexus,es 350 base,2020,15324,gasoline,3.5l,automatic,black,black,Yes,33364
bmw,135 is,2013,29400,gasoline,3.0l,manual,white,beige,No,29000
lexus,is 300 base,2017,68871,gasoline,3.5l,manual,silver,red,No,28450
porsche,cayenne s,2012,126000,gasoline,4.8l,manual,silver,gray,No,17999
pontiac,solstice gxp,2007,25718,gasoline,2.0l,manual,yellow,black,No,17900
porsche,panamera turbo,2015,67210,gasoline,4.8l,manual,blue,beige,Yes,51950
bmw,x6 xdrive35i,2018,27214,gasoline,3.0l,manual,black,black,Yes,40950
ford,f-150 limited,2019,42728,gasoline,3.5l,manual,black,brown,No,45950
mini,cooper s base,2010,97395,gasoline,1.6l,manual,yellow,black,No,6699
mazda,mazda3 i sv,2015,91700,gasoline,2.0l,manual,red,black,No,12000
mitsubishi,lancer evolution mr,2011,94500,gasoline,2.0l,manual,white,black,No,27000
chevrolet,tahoe ltz,2014,196300,e85 flex fuel,5.3l,manual,black,black,No,10995
cadillac,cts 3.6l luxury,2015,54259,gasoline,3.6l,automatic,majestic plum metallic,light platinum / jet black,No,19425
acura,rdx w/advance package,2021,36267,gasoline,3.5l,automatic,white,parchment,No,39798
land,rover range rover sport supercharged hse,2015,175000,gasoline,3.0l,manual,black,black,No,19500
chevrolet,suburban 1500 ltz,2015,159000,gasoline,5.3l,manual,white,beige,Yes,26900
chevrolet,camaro 2ss,2016,74000,gasoline,6.2l,manual,black,black,No,32000
chevrolet,silverado 1500 hybrid 1hy,2011,82963,hybrid,6.0l,manual,white,black,No,20995
cadillac,xt5 luxury,2019,54323,gasoline,3.5l,automatic,red,beige,No,27998
nissan,armada sl,2019,59980,gasoline,5.6l,manual,silver,black,No,29000
audi,q5 s line premium,2022,10120,hybrid,3.5l,automatic,navarre blue,gray,No,39998
bmw,x6 m base,2017,25000,gasoline,4.4l,manual,white,red,Yes,65000
bmw,740 i,2012,126000,gasoline,3.0l,manual,black,black,Yes,12700
toyota,sequoia trd pro,2020,37428,gasoline,5.7l,manual,white,black,No,61599
volkswagen,jetta gli,2014,99499,gasoline,2.0l,manual,black,black,Yes,15000
honda,crosstour ex-l,2012,90742,gasoline,2.4l,manual,gray,gray,No,12980
land,rover range rover sport supercharged,2014,125000,e85 flex fuel,5.0l,manual,white,brown,Yes,22500
hyundai,santa fe sport 2.0l turbo ultimate,2018,71669,gasoline,2.0l,manual,blue,black,No,20000
cadillac,xt5 luxury,2019,44692,gasoline,3.6l,automatic,bronze dune metallic,shara beige,No,32368
jaguar,f-type r,2018,16002,gasoline,5.0l,manual,black,red,No,74900
toyota,fj cruiser base,2014,86000,gasoline,4.0l,manual,blue,black,No,41500
toyota,tundra sr5,2019,56000,gasoline,5.7l,manual,blue,black,No,42000
nissan,300zx base,1993,168000,black,3.5l,manual,white,black,No,7000
ram,1500 sport,2017,41789,gasoline,5.7l,manual,green,black,Yes,42500
ford,focus se,2014,60109,e85 flex fuel,2.0l,manual,gray,black,No,9499
mercedes-benz,gle 350 base 4matic,2020,48000,gasoline,2.0l,manual,black,black,No,49995
acura,tl type s,2008,122000,gasoline,3.5l,manual,gray,beige,No,11500
land,rover range rover hse,2012,102800,gasoline,5.0l,manual,gold,brown,No,16000
mini,convertible cooper,2022,15544,gasoline,1.5l,manual,blue,brown,Yes,28000
mazda,cx-9 signature,2019,69771,gasoline,2.5l,manual,black,red,No,27500
acura,tlx tech,2023,2118,gasoline,3.5l,automatic,red,black,No,41998
ford,f-150 raptor,2021,28260,gasoline,3.5l,manual,blue,blue,No,72950
honda,civic si base,2020,6025,gasoline,1.5l,manual,gray,gray,No,27500
hyundai,elantra se,2018,32697,gasoline,2.0l,manual,gray,gray,Yes,15900
jaguar,f-type s british design edition,2017,34150,gasoline,3.0l,manual,black,black,No,45999
honda,ridgeline rtl-e,2022,9642,gasoline,3.5l,automatic,radiant red metallic ii,black,No,38999
pontiac,g6 gtp,2006,100545,gasoline,3.5l,manual,gray,black,No,5995
mercedes-benz,c-class c300 4matic,2021,11111,gasoline,3.5l,automatic,gray,black,No,38998
toyota,fj cruiser base,2007,162000,gasoline,4.0l,manual,black,black,No,23977
buick,enclave premium,2020,87555,gasoline,3.6l,automatic,dark moon blue metallic,dark galvanized,Yes,31650
chevrolet,tahoe ltz,2015,102200,gasoline,5.3l,manual,silver,black,No,25000
bentley,continental gtc v8,2013,18950,gasoline,4.0l,manual,white,black,No,77999
mercedes-benz,slk-class slk 350,2015,16000,gasoline,3.5l,manual,white,red,Yes,30500
cadillac,escalade premium luxury,2022,19250,gasoline,6.2l,manual,black,black,No,86999
bmw,535 i xdrive,2015,65000,gasoline,3.0l,manual,silver,black,No,24995
mini,cooper s base,2007,110022,gasoline,1.6l,manual,silver,black,No,6250
bentley,continental gt base,2012,79089,e85 flex fuel,6.0l,manual,white,beige,No,46999
